mean episodic return
7.828285673036345997e+02
-7.278680995682304911e+02
-9.796337986620063276e+00
-1.185306912062908147e+01
1.007939017580137460e+02
4.484274585006351685e+02
4.630885240432601080e+01
4.097760475773297912e+02
5.419701291659254139e+02
2.230297547641590370e+02
2.189704612947685192e+01
2.161416892227911433e+02
7.702800549386113289e+02
1.344058203537470320e+02
5.041745549377079527e+01
8.281470413057445512e+02
7.840592813887317334e+02
1.972616897986044080e+02
1.004247230770191948e+02
8.257793267503082006e+02
8.197208304133113188e+02
9.683199442914924475e+02
7.135331276550502935e+02
1.173773490284633226e+03
1.015279502350909638e+03
1.337473963646016273e+03
4.860477523764965895e+02
7.722273546620135676e+01
1.885053119198680861e+03
1.434634908211911011e+02
9.132942859813676932e+02
1.639218537403618484e+03
3.074144310034099021e+02
9.377643731319470817e+02
8.169081861833283256e+02
1.112050537933059331e+03
9.135187980343860090e+02
5.859458113938377437e+02
2.302547567658938078e+03
1.331051240687547761e+03
4.348565787846197281e+02
4.222747812599347839e+01
1.404638853247435861e+02
1.730458060825936855e+03
6.972567594898507650e+02
2.601018159600818308e+03
3.353727428789983946e+02
4.496501792173767740e+02
8.356030126852373314e+02
1.622576902141097435e+02
2.570165577839028401e+02
1.121184054928047402e+02
7.781973401008436895e+02
1.592409554388495053e+03
2.996285852170574799e+03
9.504862488246925523e+02
1.362026517020603706e+03
3.159846117921782024e+03
9.479427399974664468e+02
1.644828214103117261e+03
2.227506490278287401e+03
7.884599400912434248e+02
3.072463129391469010e+03
5.816226817530297240e+02
2.215280522939476214e+03
1.731228883174534587e+02
3.321061245551841239e+02
3.082262880363542990e+03
3.100922622773415242e+03
3.139675866209041487e+03
3.241343633278358993e+03
2.821228354556853901e+03
3.091626736149296448e+03
3.400576866515522852e+03
3.178564248302386659e+03
1.448754162332524629e+03
1.555683478313361320e+03
2.221074093891850225e+03
5.415383000871214563e+02
7.755337209365314948e+02
2.328941741866642587e+03
7.352918117525307480e+02
5.798645622187676736e+02
8.925395567303428379e+02
1.303998050330912065e+03
3.268142060923087229e+03
3.608473632685830125e+03
1.166574780179202662e+03
3.343904506605197184e+03
5.084841467242656563e+02
1.868273851900551790e+03
1.229275142729550225e+03
3.264717700843950297e+03
9.886852967353165695e+02
2.468712807469811651e+03
3.913739536769738152e+03
1.116363334773903489e+03
5.141114563944149722e+02
3.502061379405813113e+03
6.997472415989259389e+02
