mean episodic return
3.178131764742694543e+01
1.121799671477101725e+02
2.465367416531844214e+01
8.311728948074551226e+02
4.665710708974058463e+01
1.038561528609692232e+03
1.144704419693365196e+02
9.905782208810923066e+02
1.763318528199306741e+02
3.530953793611720926e+02
2.857957710039718791e+02
3.926895347076257394e+02
8.249482093703561532e+02
4.292461472955691875e+02
7.803435367259731947e+02
1.746426279935079265e+03
4.054100353010431945e+01
3.092519061956167207e+03
1.158893499901764017e+03
8.120157253037226042e+01
2.505316950824592368e+03
2.020195850846696658e+03
3.115169342707550186e+03
3.757705267032036318e+03
3.406247554061849314e+03
2.398855133768124972e+02
4.069082706553075241e+03
3.967141071288732292e+03
7.821835346559116715e+02
3.348274878842348244e+03
2.525075979647631357e+03
1.202780373637337334e+03
2.520793954249169474e+03
4.520405482102652059e+03
2.488830507596086647e+02
4.500270436928082745e+03
1.862153195914493381e+03
4.193968659095405087e+02
5.303391226014988206e+03
4.067236167520351501e+03
5.232827423446404282e+03
5.475999877414687944e+03
5.041150294577792920e+03
5.544670987883836460e+03
5.249770608351012015e+03
5.579748904715706885e+03
5.364982615725799405e+03
5.417210252317039703e+03
4.759801146695892385e+03
5.219100940374512902e+03
3.173223574859760902e+03
5.634371753736626488e+03
5.530658991647361290e+03
5.530678193480279333e+03
5.697034916394299216e+03
1.398021934571994279e+03
5.725370497969845019e+03
2.233768392241090908e+02
5.620875564754189327e+03
5.486626490141904469e+03
2.455610147288647113e+03
2.676270243256657977e+03
5.729564311789938074e+03
2.496699971195108674e+02
1.578572577761572802e+03
5.792782589408096101e+03
5.615784910115763523e+03
3.560028782009565020e+03
5.858073090453612167e+03
5.905222249607521917e+03
5.839793976683642541e+03
5.956428769872341945e+03
1.923556136981613463e+03
5.620467797210640128e+03
6.003505990108592414e+03
6.077795007408329184e+03
6.114121756297134198e+03
1.364740820032972351e+03
6.158588912233070914e+03
6.033622362517776310e+03
1.723005675641018343e+03
2.698606793162526628e+03
6.088496889249150627e+03
5.937652321033584485e+03
2.687929070046182460e+03
6.249045888157177615e+03
3.696503928997747607e+03
5.020552553787243596e+03
6.148642417005320567e+03
6.150222997664996910e+03
6.202429518007231309e+03
2.989793742563505020e+03
5.993785319168431670e+03
3.794044316587758203e+03
6.287093453069759562e+03
6.170307181095765372e+03
6.092836890540379500e+03
6.222639096708910984e+03
6.234480642617674675e+03
2.070913794472329755e+03
