mean episodic return
6.273742424258199435e+02
2.648725046196032995e+00
1.234257718234430996e+02
2.529016970110496629e+02
5.907897679822863211e+02
4.268405764881459845e+02
4.889846421313440601e+02
2.088067530057736860e+02
5.328363555718354974e+02
6.220595326518996444e+02
3.389904401524763102e+02
4.411854197626941954e+01
9.436621099986202807e+02
6.597222884021837217e+02
6.825203058533912781e+02
6.297448272091680792e+02
3.251842575188463513e+01
4.856309728915729806e+02
8.105463253765479976e+02
1.443091770241438098e+03
8.940565013160272301e+00
6.852566307110650996e+02
5.815828791408920324e+02
1.058056199000791139e+03
3.717419155817203773e+02
5.535317758152739316e+02
1.595901859736482038e+03
9.395372179459378685e+02
1.256952481611528583e+03
1.519734598349089765e+03
1.514990989676100241e+02
2.029070736690457011e+02
3.722994316345433390e+02
7.318298169242543736e+02
2.059673602390746510e+02
1.048828241373283163e+03
1.131135153884766396e+03
1.273625584959192565e+03
6.942395729053923787e+02
1.509761718842216567e+02
8.998402942378094167e+02
3.123072124090814441e+02
8.200261423988022216e+02
1.969127308945709729e+03
1.557336919095084568e+03
1.223665767672313677e+03
3.763865830042340690e+02
1.362766660482441466e+03
9.016764539264835321e+02
6.280796797084660739e+02
2.078993033858947911e+03
1.692408698498045112e+02
6.969914639934821707e+02
1.967867202417270391e+03
9.756427925921240103e+02
8.164178570711294469e+02
1.277538239447538444e+03
2.435856304401795114e+03
1.981535524058839655e+03
1.387333086829283502e+03
2.904840614873118625e+02
2.575764848596462798e+03
2.597223231452676828e+03
8.636826151443600565e+02
1.231122003256562948e+03
2.184263757125939719e+03
2.437102150230085954e+03
1.832510831015689746e+03
9.184274863725664773e+02
2.330822382389785162e+03
1.687720948990406441e+03
1.282061240084636211e+03
3.007822807690899367e+02
2.625695457649297168e+03
4.464745078207335638e+01
9.689781669118815444e+02
1.053238274149518929e+03
7.660142586583817774e+02
1.630469897602441961e+03
6.256284100563499351e+02
2.631994639049853049e+03
4.375822780626589292e+02
1.754787936784866815e+03
2.768612649758576481e+03
1.656075719475599271e+03
2.727220905644604500e+03
8.075856439817836474e+01
1.575912923157709884e+03
6.837902662975221801e+02
2.701379367367933355e+03
1.077244650901977366e+03
2.721535783574508514e+03
8.562401450648904984e+02
2.364101761203158276e+03
2.799696060780814605e+03
1.424108796425667833e+03
8.687602739665665013e+02
1.275946616506802457e+03
2.864083898301246791e+03
2.458877031303145486e+03
