mean episodic return
1.396156134466737253e+00
1.234811372501080911e+02
2.769870753326443236e+01
1.176731152136835448e+02
2.374248215394724326e+01
1.676278508247951606e+02
1.672136844583720006e+02
1.593016405511546054e+02
2.796855824237954380e+02
2.777104849468173242e+01
2.354122129541518120e+02
9.992920529944732380e+02
4.923878525590422939e+00
1.028087758036854211e+03
6.630371600882799612e+02
9.524163195745470603e+02
2.804229791352973393e+02
4.373634402229228613e+01
2.140314295278712052e+03
6.188046222163109178e+02
4.571943634436502748e+02
1.339982719076303965e+03
5.476896903442940356e+02
2.042146801903476216e+03
8.636437556882234503e+02
2.024093334888748586e+03
3.089331038392304436e+03
1.823108558073363156e+03
1.446911099142546618e+03
8.887637925795081628e+02
9.101749917522677151e+02
5.092112372304629275e+02
3.886031620106951436e+02
5.440088512110351076e+02
4.097208648566629563e+03
2.039974802133510593e+03
3.382441978856881178e+03
2.738388039509994996e+03
4.873511005853796973e+02
4.721955073242766957e+03
4.640765539173932666e+03
3.229340857223051557e+02
4.952081259839796076e+03
4.947601541344306497e+03
1.703517386388935165e+03
1.819438198294641325e+03
4.248854853350289886e+03
4.947763493372242920e+03
6.581342631367555214e+02
5.282350142749719453e+03
1.139817398441241949e+03
5.391275771803608222e+03
5.170836986726855685e+03
5.069903536464231365e+03
4.106829403316079151e+03
5.709997657253757097e+03
5.533825584466881992e+03
5.609707019093742929e+03
5.794442444871764565e+03
5.476745207709263013e+03
5.674911906961579007e+03
4.266457656021927505e+03
5.735288498623857777e+03
3.719295837058597840e+02
5.754762588736813086e+03
5.743553055703522659e+03
5.660814363256678007e+03
5.717436461066703487e+03
5.715589879545972508e+03
5.730731036858374864e+03
5.601887864482499026e+03
5.911029112471474946e+03
5.708901345831432991e+03
5.833626553345471621e+03
5.555659934242488873e+01
5.934106006468762644e+03
6.035877493105183930e+03
6.003143428162790769e+03
7.235495316240617569e+01
6.043077215282940415e+03
6.051271139056833817e+03
6.306980140559134043e+02
5.953103961126071226e+03
5.871999932745360638e+03
5.961629746795285428e+03
6.037008921360012209e+03
5.878161262668876589e+03
5.831555352149355713e+03
6.151175972291088328e+03
5.979919809232172156e+03
5.899430787550465539e+03
5.974450579661157462e+03
6.211356953220790274e+03
6.138304052466529356e+03
5.918379464619916689e+03
6.160228706251853509e+03
6.071843599536609872e+03
6.077982847914007834e+03
5.979765187056943432e+03
6.266378574508455131e+03
